quantity,days_remaining,machine_availability,labour_availability,material_delay_days,base_capacity,required_daily_output,capacity_ratio,risk_class
1346,8,0.8,0.7,1,250.0,168.25,1.373469387755102,HIGH
3113,8,0.9500000000000002,1.0000000000000002,3,275.0,389.125,2.3831578947368413,HIGH
1678,29,0.9000000000000001,0.75,4,300.0,57.86206896551724,0.33145679012345675,MEDIUM
2908,6,0.8500000000000001,0.8500000000000001,0,300.0,484.6666666666667,2.2360630526720486,HIGH
2475,17,0.75,0.8500000000000001,4,350.0,145.58823529411765,0.8532643826761472,MEDIUM
2970,5,0.8500000000000001,0.7,1,325.0,594.0,3.8396897220426625,HIGH
1308,19,0.8,0.9500000000000002,5,275.0,68.84210526315789,0.44702665755297327,MEDIUM
3230,29,0.75,0.9500000000000002,5,275.0,111.37931034482759,0.6868686868686869,MEDIUM
1796,22,0.8500000000000001,0.9500000000000002,6,250.0,81.63636363636364,0.5560371517027862,MEDIUM
3027,15,0.75,0.9000000000000001,3,350.0,201.8,1.0677248677248676,MEDIUM
3112,4,0.9000000000000001,0.7,0,250.0,778.0,4.93968253968254,HIGH
1326,27,0.9500000000000002,0.9000000000000001,1,300.0,49.111111111111114,0.19883040935672505,LOW
2891,25,1.0000000000000002,0.8,6,300.0,115.64,0.6339912280701753,MEDIUM
1301,23,0.9500000000000002,0.9000000000000001,2,300.0,56.56521739130435,0.24152975030168,LOW
2959,8,0.8500000000000001,0.7,1,300.0,369.875,2.3681472589035613,HIGH
2251,6,0.9500000000000002,0.8500000000000001,1,300.0,375.1666666666667,1.8584107327141375,HIGH
2977,14,0.8,0.9000000000000001,1,275.0,212.64285714285714,1.1565656565656564,HIGH
3313,16,1.0000000000000002,0.8,1,275.0,207.0625,1.0039393939393937,MEDIUM
2099,27,0.7,0.8500000000000001,6,350.0,77.74074074074075,0.47996341393700337,MEDIUM
2782,15,0.7,0.75,1,325.0,185.46666666666667,1.1646258503401363,HIGH
780,16,0.8,0.7,0,275.0,48.75,0.31655844155844154,MEDIUM
993,5,0.8500000000000001,0.9500000000000002,3,300.0,198.6,2.0495356037151695,HIGH
2606,29,0.8,0.8,5,250.0,89.86206896551724,0.6786458333333333,MEDIUM
1536,11,1.0000000000000002,0.9500000000000002,4,250.0,139.63636363636363,0.9239097744360898,MEDIUM
1545,24,0.7,0.8,5,275.0,64.375,0.5280246069719754,MEDIUM
3428,29,0.8,0.75,6,275.0,118.20689655172414,0.9032938076416337,MEDIUM
599,19,0.8,0.8,2,300.0,31.526315789473685,0.18351715686274508,MEDIUM
453,17,0.8500000000000001,0.8500000000000001,5,250.0,26.647058823529413,0.20899653979238747,MEDIUM
3463,24,0.7,0.8500000000000001,5,275.0,144.29166666666666,1.1139077640625628,HIGH
1380,7,0.9000000000000001,0.7,5,250.0,197.14285714285714,4.380952380952381,HIGH
1315,24,1.0000000000000002,0.9000000000000001,3,300.0,54.791666666666664,0.23192239858906516,MEDIUM
2967,15,0.7,0.75,0,350.0,197.8,1.076462585034014,MEDIUM
732,13,0.7,0.9500000000000002,0,275.0,56.30769230769231,0.3079026236920973,MEDIUM
1441,15,0.8500000000000001,0.75,1,275.0,96.06666666666666,0.5871148459383753,MEDIUM
1096,16,0.75,0.9500000000000002,0,325.0,68.5,0.2958164642375168,MEDIUM
529,8,0.9500000000000002,0.9500000000000002,4,300.0,66.125,0.4884579870729453,MEDIUM
1870,12,0.9500000000000002,0.8500000000000001,6,275.0,155.83333333333334,1.403508771929824,HIGH
3420,25,0.75,0.9000000000000001,2,300.0,136.8,0.7342995169082124,MEDIUM
507,19,0.8,0.9000000000000001,1,250.0,26.68421052631579,0.15648148148148147,MEDIUM
1025,24,0.9000000000000001,1.0000000000000002,4,275.0,42.708333333333336,0.207070707070707,MEDIUM
2410,26,0.8,0.8,5,250.0,92.6923076923077,0.7172619047619048,MEDIUM
3499,29,0.8,0.8,1,300.0,120.65517241379311,0.6508556547619048,MEDIUM
3077,23,0.9500000000000002,1.0000000000000002,0,325.0,133.7826086956522,0.4333039957753915,LOW
2459,16,0.8,0.7,1,300.0,153.6875,0.9757936507936508,MEDIUM
906,4,0.9500000000000002,0.75,1,325.0,226.5,1.304183535762483,HIGH
2633,11,0.9000000000000001,0.8500000000000001,2,350.0,239.36363636363637,1.0926444651934846,MEDIUM
2992,28,1.0000000000000002,1.0000000000000002,5,325.0,106.85714285714286,0.40026755852842794,MEDIUM
2057,30,1.0000000000000002,0.7,0,350.0,68.56666666666666,0.27986394557823124,MEDIUM
3143,8,1.0000000000000002,0.7,5,275.0,392.875,5.442424242424242,HIGH
3165,22,0.8500000000000001,0.8,6,250.0,143.86363636363637,1.1636029411764703,HIGH
904,24,0.9500000000000002,0.75,3,325.0,37.666666666666664,0.18590064905854375,MEDIUM
3411,26,0.75,0.8500000000000001,1,300.0,131.19230769230768,0.7134117647058822,MEDIUM
2503,12,1.0000000000000002,0.9000000000000001,6,325.0,208.58333333333334,1.4262108262108257,HIGH
1331,22,0.75,0.7,2,350.0,60.5,0.3621768707482993,MEDIUM
759,3,0.8,0.9500000000000002,0,325.0,253.0,1.0242914979757083,MEDIUM
448,16,0.75,0.8500000000000001,5,300.0,28.0,0.2129530600118835,MEDIUM
1322,7,0.9500000000000002,0.9500000000000002,3,250.0,188.85714285714286,1.4648199445983374,HIGH
636,7,0.8,0.9500000000000002,1,250.0,90.85714285714286,0.5578947368421052,MEDIUM
2914,20,0.75,1.0000000000000002,4,275.0,145.7,0.8830303030303028,MEDIUM
3195,23,0.9000000000000001,0.8500000000000001,6,325.0,138.91304347826087,0.7559222784136276,MEDIUM
515,28,0.8,0.8500000000000001,2,350.0,18.392857142857142,0.08322559793148027,MEDIUM
2485,6,0.7,0.8500000000000001,3,350.0,414.1666666666667,3.977591036414566,HIGH
2161,22,0.8,0.9500000000000002,1,275.0,98.22727272727273,0.49236728184096595,MEDIUM
397,16,0.8500000000000001,0.8,6,325.0,24.8125,0.17963800904977373,MEDIUM
2105,14,1.0000000000000002,0.9000000000000001,5,275.0,150.35714285714286,0.945005611672278,MEDIUM
1879,26,0.75,0.8500000000000001,3,300.0,72.26923076923077,0.42716680875248647,MEDIUM
2156,14,0.9000000000000001,0.75,6,250.0,154.0,1.5970370370370368,HIGH
2804,22,0.9000000000000001,0.8500000000000001,1,275.0,127.45454545454545,0.634694281753105,LOW
1787,15,0.75,1.0000000000000002,0,275.0,119.13333333333334,0.5776161616161615,MEDIUM
1596,26,1.0000000000000002,0.7,1,350.0,61.38461538461539,0.26057142857142856,MEDIUM
850,22,1.0000000000000002,0.9500000000000002,2,275.0,38.63636363636363,0.1626794258373205,LOW
2871,3,0.75,0.9500000000000002,1,250.0,957.0,8.058947368421052,HIGH
2524,13,0.8500000000000001,1.0000000000000002,4,325.0,194.15384615384616,1.015183509301156,MEDIUM
2130,14,0.75,0.9500000000000002,2,300.0,152.14285714285714,0.830409356725146,MEDIUM
3062,9,0.9000000000000001,1.0000000000000002,5,250.0,340.22222222222223,3.402222222222221,HIGH
1101,19,0.7,0.8,2,250.0,57.94736842105263,0.46260504201680674,MEDIUM
959,13,0.7,0.7,6,300.0,73.76923076923077,0.9319727891156463,MEDIUM
2855,26,0.75,0.8,2,325.0,109.8076923076923,0.610042735042735,MEDIUM
2764,20,0.8,0.8500000000000001,5,300.0,138.2,0.903267973856209,MEDIUM
776,3,0.8500000000000001,0.9000000000000001,2,250.0,258.6666666666667,4.05751633986928,HIGH
3420,24,0.9000000000000001,0.9000000000000001,5,275.0,142.5,0.8080808080808078,MEDIUM
3450,25,1.0000000000000002,0.8,2,250.0,138.0,0.7499999999999998,MEDIUM
2659,7,0.8,1.0000000000000002,5,350.0,379.85714285714283,4.748214285714285,HIGH
1709,6,0.8500000000000001,0.9000000000000001,5,325.0,284.8333333333333,6.87380593262946,HIGH
2385,27,0.9500000000000002,0.7,0,275.0,88.33333333333333,0.4830257461836408,MEDIUM
1740,17,1.0000000000000002,0.9500000000000002,0,300.0,102.3529411764706,0.3591331269349844,LOW
713,7,0.8500000000000001,1.0000000000000002,5,325.0,101.85714285714286,1.2904977375565605,HIGH
1877,17,0.8,0.7,3,325.0,110.41176470588235,0.7366562009419153,MEDIUM
1293,14,0.9500000000000002,1.0000000000000002,4,275.0,92.35714285714286,0.4949282296650716,MEDIUM
432,15,0.8500000000000001,1.0000000000000002,1,250.0,28.8,0.14521008403361338,LOW
560,12,0.75,0.9000000000000001,4,325.0,46.666666666666664,0.31908831908831903,MEDIUM
1938,6,0.9500000000000002,0.75,3,350.0,323.0,2.5904761904761897,HIGH
474,14,0.75,1.0000000000000002,4,350.0,33.857142857142854,0.18057142857142852,MEDIUM
2855,30,1.0000000000000002,0.8500000000000001,2,300.0,95.16666666666667,0.3998599439775909,LOW
371,9,0.9500000000000002,1.0000000000000002,3,350.0,41.22222222222222,0.1859649122807017,MEDIUM
2959,14,0.7,0.7,3,250.0,211.35714285714286,2.195918367346939,HIGH
1735,23,0.8500000000000001,0.8,3,350.0,75.43478260869566,0.36449579831932766,MEDIUM
1702,26,0.7,0.7,1,325.0,65.46153846153847,0.42750392464678183,MEDIUM
2268,24,0.7,0.7,2,275.0,94.5,0.7650531286894924,MEDIUM
2192,27,0.8,0.9000000000000001,3,250.0,81.18518518518519,0.5074074074074073,MEDIUM
1406,13,0.75,0.9000000000000001,6,325.0,108.15384615384616,0.9155881155881155,MEDIUM
1949,9,0.9000000000000001,0.9500000000000002,5,275.0,216.55555555555554,2.0723019670388085,HIGH
1907,27,0.9000000000000001,0.9000000000000001,1,300.0,70.62962962962963,0.30183602405824617,LOW
3192,5,0.9000000000000001,0.9000000000000001,1,300.0,638.4,3.2839506172839497,HIGH
1146,11,0.9500000000000002,0.9500000000000002,2,350.0,104.18181818181819,0.4031130457723254,LOW
2150,6,0.9000000000000001,0.9000000000000001,1,300.0,358.3333333333333,1.76954732510288,HIGH
3429,29,0.9500000000000002,0.7,6,300.0,118.24137931034483,0.7473030402092186,MEDIUM
581,7,0.7,0.8500000000000001,0,275.0,83.0,0.507257448433919,MEDIUM
685,6,0.8500000000000001,0.8500000000000001,4,325.0,114.16666666666667,1.45861059355869,HIGH
1767,15,0.9500000000000002,0.9500000000000002,2,325.0,117.8,0.4634070383058236,LOW
2852,13,1.0000000000000002,0.9000000000000001,2,350.0,219.3846153846154,0.8230880230880228,MEDIUM
2984,4,0.8,0.8500000000000001,4,275.0,746.0,15.957219251336896,HIGH
1236,22,0.75,0.8500000000000001,5,250.0,56.18181818181818,0.4561937716262975,MEDIUM
3292,24,1.0000000000000002,0.8500000000000001,5,350.0,137.16666666666666,0.5823971693940734,MEDIUM
1149,30,0.8,1.0000000000000002,2,325.0,38.3,0.1578296703296703,MEDIUM
427,17,0.7,0.9000000000000001,1,250.0,25.11764705882353,0.16944444444444443,MEDIUM
3493,15,1.0000000000000002,1.0000000000000002,4,275.0,232.86666666666667,1.1547107438016524,HIGH
1949,24,0.9000000000000001,0.9500000000000002,5,325.0,81.20833333333333,0.3691550062741197,MEDIUM
3440,22,0.9500000000000002,0.75,0,325.0,156.36363636363637,0.675254569991412,MEDIUM
2798,23,0.9000000000000001,0.9500000000000002,5,275.0,121.65217391304348,0.6611140646228364,MEDIUM
804,13,0.7,0.7,6,275.0,61.84615384615385,0.8523721176782402,MEDIUM
3388,22,0.75,0.8500000000000001,1,300.0,154.0,0.8435729847494553,MEDIUM
2637,14,0.7,0.7,1,350.0,188.35714285714286,1.1827764072662033,HIGH
1367,23,0.75,0.9000000000000001,4,350.0,59.43478260869565,0.3045391255917571,MEDIUM
626,15,0.8500000000000001,0.9500000000000002,2,275.0,41.733333333333334,0.21684816731256354,LOW
3458,13,0.9500000000000002,0.8,6,275.0,266.0,2.363636363636363,HIGH
2983,8,0.9000000000000001,0.9500000000000002,2,250.0,372.875,2.3259259259259255,HIGH
3487,28,1.0000000000000002,0.8500000000000001,1,325.0,124.53571428571429,0.4675046086810792,LOW
618,28,0.8,1.0000000000000002,3,325.0,22.071428571428573,0.09507692307692305,MEDIUM
3160,25,1.0000000000000002,0.75,0,275.0,126.4,0.6128484848484848,MEDIUM
575,11,0.8500000000000001,0.8500000000000001,4,275.0,52.27272727272727,0.41342740304678005,MEDIUM
3492,12,1.0000000000000002,1.0000000000000002,5,300.0,291.0,1.6628571428571421,HIGH
1025,14,0.8,0.8500000000000001,2,250.0,73.21428571428571,0.5024509803921569,MEDIUM
610,18,1.0000000000000002,0.9000000000000001,3,250.0,33.888888888888886,0.18074074074074067,MEDIUM
1931,13,0.8,0.75,4,325.0,148.53846153846155,1.1002849002849002,HIGH
884,22,0.7,1.0000000000000002,3,300.0,40.18181818181818,0.2215538847117794,MEDIUM
2513,8,0.75,0.8,2,325.0,314.125,2.147863247863248,HIGH
2690,8,0.7,0.9000000000000001,2,275.0,336.25,2.5877825877825873,HIGH
3050,22,0.9500000000000002,0.8,6,300.0,138.63636363636363,0.8360745614035086,MEDIUM
1247,9,0.9500000000000002,0.75,6,275.0,138.55555555555554,2.1214247740563525,HIGH
3436,19,0.8,0.9500000000000002,2,300.0,180.8421052631579,0.8864809081527346,MEDIUM
3264,12,0.8500000000000001,0.75,1,250.0,272.0,1.8618181818181816,HIGH
317,4,0.7,0.8500000000000001,6,350.0,79.25,1.5222088835534213,HIGH
2531,12,0.9500000000000002,0.8500000000000001,3,325.0,210.91666666666666,1.07157788891535,MEDIUM
1881,17,0.7,0.8,5,350.0,110.6470588235294,0.7997448979591837,MEDIUM
2061,24,0.8500000000000001,0.75,6,350.0,85.875,0.5131652661064424,MEDIUM
3464,16,0.8500000000000001,0.8,3,250.0,216.5,1.5674208144796378,HIGH
1259,27,0.7,0.7,6,250.0,46.629629629629626,0.4894071914480078,MEDIUM
2620,19,0.75,0.9000000000000001,0,275.0,137.89473684210526,0.7428672691830586,MEDIUM
1490,29,0.9500000000000002,0.7,6,275.0,51.37931034482759,0.354245297037059,MEDIUM
2497,14,0.8,0.75,3,350.0,178.35714285714286,1.0809523809523809,MEDIUM
2360,5,0.8500000000000001,0.7,4,300.0,472.0,13.221288515406162,HIGH
1461,4,0.9000000000000001,1.0000000000000002,3,250.0,365.25,6.4933333333333305,HIGH
2517,3,0.8500000000000001,1.0000000000000002,2,350.0,839.0,8.460504201680669,HIGH
805,7,0.9500000000000002,0.9500000000000002,1,275.0,115.0,0.5405859145471331,LOW
3232,27,0.8,0.9500000000000002,2,300.0,119.70370370370371,0.567017543859649,MEDIUM
2783,4,1.0000000000000002,0.75,1,350.0,695.75,3.533968253968253,HIGH
2073,7,0.9000000000000001,1.0000000000000002,1,300.0,296.14285714285717,1.279629629629629,HIGH
1843,30,1.0000000000000002,0.7,0,350.0,61.43333333333333,0.25074829931972786,MEDIUM
306,10,0.75,0.8,6,350.0,30.6,0.36428571428571427,MEDIUM
689,9,0.8,0.9500000000000002,2,325.0,76.55555555555556,0.3984962406015037,MEDIUM
1744,11,0.75,0.9500000000000002,1,325.0,158.54545454545453,0.7531443994601887,MEDIUM
2987,8,0.9500000000000002,1.0000000000000002,4,300.0,373.375,2.6201754385964904,HIGH
2706,17,0.8500000000000001,1.0000000000000002,1,300.0,159.1764705882353,0.6632352941176468,LOW
440,8,0.7,0.9500000000000002,6,250.0,55.0,1.3233082706766914,HIGH
2986,21,0.8500000000000001,0.8,5,300.0,142.1904761904762,0.9148284313725489,MEDIUM
511,11,0.7,1.0000000000000002,2,350.0,46.45454545454545,0.23174603174603173,MEDIUM
2250,24,0.9500000000000002,1.0000000000000002,0,250.0,93.75,0.39473684210526294,LOW
870,3,1.0000000000000002,0.9000000000000001,0,325.0,290.0,0.991452991452991,MEDIUM
3399,11,0.8500000000000001,0.9000000000000001,0,350.0,309.0,1.1540616246498594,HIGH
1720,9,0.9000000000000001,0.8,3,325.0,191.11111111111111,1.2250712250712248,HIGH
3314,13,0.9500000000000002,0.75,2,300.0,254.92307692307693,1.4094630515683142,HIGH
3287,21,0.75,0.8500000000000001,2,300.0,156.52380952380952,0.9045751633986927,MEDIUM
859,17,0.8500000000000001,0.8500000000000001,2,250.0,50.529411764705884,0.3170472895040368,LOW
1083,5,0.8500000000000001,0.9500000000000002,1,300.0,216.6,1.117647058823529,HIGH
1493,11,0.75,0.9500000000000002,0,300.0,135.72727272727272,0.6349813928761296,MEDIUM
289,17,0.8,0.9500000000000002,1,350.0,17.0,0.06790413533834586,MEDIUM
289,17,0.75,0.9500000000000002,2,250.0,17.0,0.10816374269005846,MEDIUM
2469,5,1.0000000000000002,0.9500000000000002,0,325.0,493.8,1.5993522267206473,HIGH
2516,13,0.7,0.8500000000000001,5,300.0,193.53846153846155,1.7619047619047616,HIGH
1662,16,0.75,0.9000000000000001,1,250.0,103.875,0.6565925925925925,MEDIUM
2936,8,0.75,0.8,0,275.0,367.0,2.224242424242424,HIGH
3154,8,0.9000000000000001,0.9500000000000002,1,275.0,394.25,1.9163059163059157,HIGH
3484,20,0.7,1.0000000000000002,5,275.0,174.2,1.2065800865800862,HIGH
2905,25,0.7,0.9000000000000001,5,350.0,116.2,0.6587301587301587,MEDIUM
2122,30,0.9000000000000001,1.0000000000000002,2,350.0,70.73333333333333,0.24058956916099766,LOW
1377,21,0.7,0.9500000000000002,4,350.0,65.57142857142857,0.3480128893662728,MEDIUM
2062,7,0.9500000000000002,0.8500000000000001,6,250.0,294.57142857142856,10.214241486068108,HIGH
678,14,0.9000000000000001,0.8,0,275.0,48.42857142857143,0.24458874458874458,MEDIUM
893,5,0.9500000000000002,0.9500000000000002,1,350.0,178.6,0.7067669172932328,LOW
1923,29,0.8,0.7,4,275.0,66.3103448275862,0.49948051948051947,MEDIUM
1994,4,0.9500000000000002,0.7,1,275.0,498.5,3.6345408976987916,HIGH
286,6,1.0000000000000002,0.9000000000000001,1,350.0,47.666666666666664,0.18158730158730152,LOW
2236,12,0.8,0.8500000000000001,2,275.0,186.33333333333334,1.1957219251336897,HIGH
1233,4,1.0000000000000002,0.75,6,350.0,308.25,4.697142857142856,HIGH
1160,6,1.0000000000000002,0.9500000000000002,4,350.0,193.33333333333334,1.7443609022556386,HIGH
2245,20,1.0000000000000002,1.0000000000000002,1,275.0,112.25,0.42966507177033475,LOW
3479,24,0.8,0.8500000000000001,3,350.0,144.95833333333334,0.6960784313725489,MEDIUM
352,9,0.8500000000000001,1.0000000000000002,2,325.0,39.111111111111114,0.18202973497091135,LOW
1056,17,1.0000000000000002,0.9000000000000001,4,250.0,62.11764705882353,0.3610256410256409,MEDIUM
3436,4,0.9000000000000001,0.8,2,300.0,859.0,7.9537037037037015,HIGH
3391,3,1.0000000000000002,0.7,0,250.0,1130.3333333333333,6.459047619047618,HIGH
2091,20,1.0000000000000002,0.8500000000000001,5,350.0,104.55,0.4685714285714285,MEDIUM
1325,19,1.0000000000000002,0.8500000000000001,1,275.0,69.73684210526316,0.3149138443256089,LOW
2496,20,1.0000000000000002,0.75,6,350.0,124.8,0.6791836734693876,MEDIUM
2279,25,0.8,0.75,4,325.0,91.16,0.5565323565323566,MEDIUM
2344,18,1.0000000000000002,0.75,4,350.0,130.22222222222223,0.6378231292517005,MEDIUM
500,17,0.75,0.8,1,350.0,29.41176470588235,0.1488095238095238,MEDIUM
1733,10,0.8500000000000001,0.9000000000000001,3,300.0,173.3,1.0787426081543727,MEDIUM
2886,21,0.7,0.7,0,275.0,137.42857142857142,1.0198780811025707,MEDIUM
723,10,0.7,1.0000000000000002,3,350.0,72.3,0.4215743440233236,MEDIUM
1416,16,0.8500000000000001,0.8,3,250.0,88.5,0.6407239819004523,MEDIUM
2052,10,1.0000000000000002,1.0000000000000002,6,300.0,205.2,1.7099999999999993,HIGH
2843,9,0.7,0.9500000000000002,6,300.0,315.8888888888889,4.750208855472012,HIGH
2408,13,0.9000000000000001,0.8,4,325.0,185.23076923076923,1.1433998100664764,HIGH
1239,8,0.8,0.75,1,275.0,154.875,1.0727272727272728,MEDIUM
1854,5,0.7,0.8,2,325.0,370.8,3.3956043956043955,HIGH
3347,14,0.9000000000000001,0.8500000000000001,3,275.0,239.07142857142858,1.4463350078323336,HIGH
3184,15,0.75,0.75,4,250.0,212.26666666666668,2.0583434343434344,HIGH
1590,15,1.0000000000000002,0.75,3,325.0,106.0,0.5435897435897434,MEDIUM
1048,10,0.75,1.0000000000000002,2,275.0,104.8,0.635151515151515,MEDIUM
1833,13,0.9500000000000002,0.9500000000000002,4,250.0,141.0,0.9026777469990762,MEDIUM
359,21,1.0000000000000002,0.9000000000000001,3,300.0,17.095238095238095,0.07386831275720161,MEDIUM
2984,25,1.0000000000000002,0.9500000000000002,6,350.0,119.36,0.472338741590819,MEDIUM
2286,21,0.9000000000000001,0.8500000000000001,4,275.0,108.85714285714286,0.6391947153192826,MEDIUM
3277,4,0.9000000000000001,1.0000000000000002,5,300.0,819.25,12.137037037037032,HIGH
865,26,0.75,0.7,1,250.0,33.26923076923077,0.26361904761904764,MEDIUM
981,29,0.9000000000000001,0.9500000000000002,6,325.0,33.827586206896555,0.15349410315085366,MEDIUM
3369,9,0.75,0.9000000000000001,5,325.0,374.3333333333333,3.839316239316239,HIGH
664,12,0.8,0.8,5,300.0,55.333333333333336,0.49404761904761907,MEDIUM
3299,14,0.8500000000000001,0.8500000000000001,3,275.0,235.64285714285714,1.5094512282307184,HIGH
2799,25,0.9000000000000001,0.9500000000000002,6,300.0,111.96,0.5743305632502306,MEDIUM
1454,20,0.8,0.9000000000000001,6,300.0,72.7,0.48082010582010576,MEDIUM
1285,9,0.8500000000000001,0.9000000000000001,1,275.0,142.77777777777777,0.7635175282234103,LOW
300,16,0.75,0.9000000000000001,6,325.0,18.75,0.13675213675213674,MEDIUM
2728,29,0.75,0.8,5,350.0,94.06896551724138,0.5412698412698413,MEDIUM
723,9,0.9500000000000002,0.8500000000000001,0,250.0,80.33333333333333,0.3979360165118678,LOW
3040,29,0.8,0.9000000000000001,4,250.0,104.82758620689656,0.6755555555555555,MEDIUM
761,22,1.0000000000000002,1.0000000000000002,3,275.0,34.59090909090909,0.14564593301435402,MEDIUM
3054,4,0.7,0.9500000000000002,4,350.0,763.5,13.121374865735767,HIGH
2269,23,1.0000000000000002,0.8,0,275.0,98.65217391304348,0.4484189723320157,MEDIUM
1415,14,0.75,1.0000000000000002,5,325.0,101.07142857142857,0.6450142450142449,MEDIUM
3234,26,0.9500000000000002,0.9500000000000002,1,250.0,124.38461538461539,0.5733407202216065,LOW
2538,13,0.8500000000000001,0.7,1,300.0,195.23076923076923,1.184873949579832,HIGH
529,7,0.8500000000000001,0.75,6,275.0,75.57142857142857,3.0174688057040995,HIGH
3116,17,0.7,0.75,1,250.0,183.2941176470588,1.483809523809524,HIGH
453,14,0.7,0.75,0,325.0,32.357142857142854,0.18963893249607536,MEDIUM
466,18,0.8500000000000001,0.9500000000000002,0,350.0,25.88888888888889,0.09160155290186246,LOW
1661,29,0.9500000000000002,0.9500000000000002,6,350.0,57.275862068965516,0.22862648612377617,MEDIUM
3039,6,0.8500000000000001,1.0000000000000002,0,350.0,506.5,1.7025210084033606,HIGH
2372,19,0.8500000000000001,0.9500000000000002,0,350.0,124.84210526315789,0.4417235038059543,LOW
1045,23,0.9000000000000001,0.75,0,350.0,45.43478260869565,0.19231654014262703,MEDIUM
1805,23,0.8500000000000001,0.9500000000000002,1,250.0,78.47826086956522,0.40641711229946514,LOW
2430,23,0.8500000000000001,0.9500000000000002,3,300.0,105.65217391304348,0.5015479876160989,MEDIUM
2749,15,1.0000000000000002,0.9000000000000001,6,350.0,183.26666666666668,0.969664902998236,MEDIUM
1540,17,0.8500000000000001,0.8,5,325.0,90.58823529411765,0.5806938159879336,MEDIUM
3369,13,0.9000000000000001,1.0000000000000002,1,250.0,259.15384615384613,1.2477777777777772,HIGH
3477,15,0.75,0.8500000000000001,1,350.0,231.8,1.1130852340936372,HIGH
1038,25,0.7,0.8,4,300.0,41.52,0.2942176870748299,MEDIUM
2181,11,0.8500000000000001,0.9500000000000002,5,350.0,198.27272727272728,1.2861565678903135,HIGH
3483,18,0.8,0.8,1,325.0,193.5,0.9850113122171945,MEDIUM
1620,11,1.0000000000000002,0.8500000000000001,5,300.0,147.27272727272728,1.0588235294117643,MEDIUM
588,29,0.9500000000000002,1.0000000000000002,6,275.0,20.275862068965516,0.09785729144996876,MEDIUM
2766,17,0.8500000000000001,0.8,5,300.0,162.7058823529412,1.1299019607843135,HIGH
380,19,0.7,0.8,2,350.0,20.0,0.11404561824729892,MEDIUM
829,19,0.75,0.9500000000000002,1,275.0,43.63157894736842,0.2350522771575403,MEDIUM
1427,9,0.9000000000000001,0.8500000000000001,5,250.0,158.55555555555554,1.8653594771241824,HIGH
2078,10,0.9000000000000001,0.8500000000000001,4,325.0,207.8,1.39299480475951,HIGH
2620,6,0.7,0.9500000000000002,3,325.0,436.6666666666667,4.040871409292462,HIGH
758,25,0.75,0.8500000000000001,2,350.0,30.32,0.1477042991109487,MEDIUM
2022,4,1.0000000000000002,0.8500000000000001,5,275.0,505.5,8.650267379679141,HIGH
2933,6,0.8,0.9500000000000002,0,300.0,488.8333333333333,2.1440058479532156,HIGH
1417,16,0.9500000000000002,0.7,0,275.0,88.5625,0.48427887901572103,MEDIUM
1583,28,0.7,0.75,5,350.0,56.535714285714285,0.37456373853889385,MEDIUM
2947,20,0.7,0.7,6,325.0,147.35,1.3218210361067506,HIGH
540,3,0.8,0.9000000000000001,6,300.0,180.0,2.4999999999999996,HIGH
1906,7,0.8,1.0000000000000002,5,300.0,272.2857142857143,3.9708333333333323,HIGH
2273,28,0.9500000000000002,0.7,6,350.0,81.17857142857143,0.4439019626989551,MEDIUM
2434,3,0.8500000000000001,1.0000000000000002,0,325.0,811.3333333333334,2.9369532428355947,HIGH
3428,3,0.9500000000000002,0.9000000000000001,6,275.0,1142.6666666666667,14.579479000531627,HIGH
2206,7,0.8,0.8,1,325.0,315.14285714285717,1.7676282051282053,HIGH
1009,4,0.8,0.8500000000000001,6,250.0,252.25,5.935294117647058,HIGH
515,27,0.8500000000000001,1.0000000000000002,3,275.0,19.074074074074073,0.09180035650623881,MEDIUM
806,29,0.9500000000000002,1.0000000000000002,4,300.0,27.79310344827586,0.11312280701754382,MEDIUM
3113,7,0.8500000000000001,0.8,0,325.0,444.7142857142857,2.012281835811247,HIGH
1096,9,0.8500000000000001,0.8,6,250.0,121.77777777777777,2.1490196078431367,HIGH
1747,21,0.7,0.8,0,275.0,83.19047619047619,0.5401978973407545,MEDIUM
1837,8,0.7,0.9500000000000002,5,250.0,229.625,3.6832080200501247,HIGH
1185,14,0.9500000000000002,0.8500000000000001,0,300.0,84.64285714285714,0.34940291906236165,LOW
1908,27,0.9500000000000002,0.8500000000000001,3,300.0,70.66666666666667,0.328173374613003,MEDIUM
3284,12,0.75,0.8500000000000001,6,350.0,273.6666666666667,2.453034547152194,HIGH
2322,27,0.9500000000000002,0.9500000000000002,2,325.0,86.0,0.31665885361176205,LOW
1040,12,0.8500000000000001,0.9500000000000002,1,325.0,86.66666666666667,0.36025893611032916,LOW
1430,12,0.75,0.9000000000000001,1,250.0,119.16666666666667,0.7703703703703703,MEDIUM
3432,17,0.8,0.9000000000000001,2,325.0,201.88235294117646,0.9777777777777777,MEDIUM
1436,14,1.0000000000000002,0.7,3,250.0,102.57142857142857,0.7459740259740257,MEDIUM
1137,4,0.9000000000000001,0.9000000000000001,6,300.0,284.25,4.679012345679011,HIGH
855,6,0.75,0.8,3,350.0,142.5,1.3571428571428572,HIGH
289,24,1.0000000000000002,0.7,0,250.0,12.041666666666666,0.06880952380952379,MEDIUM
840,20,0.8,0.8500000000000001,2,325.0,42.0,0.21116138763197584,MEDIUM
714,28,0.75,0.8,1,350.0,25.5,0.1259259259259259,MEDIUM
